#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg10820551,0.0002040504,6.11E-05,0.0008663637,1.00E+00,0.0094700797,KIAA0930
cg18337525,-0.0003136985,9.39E-05,0.0008665494,1.00E+00,0.0094717982,RUNX2
cg21136371,0.0003986696,0.0001193605,0.0008666653,1.00E+00,0.0094727533,NA
cg18544564,0.0004173457,0.0001249531,0.0008667457,1.00E+00,0.0094733209,COL3A1
cg05970317,-0.0002007412,6.01E-05,0.0008668425,1.00E+00,0.0094740668,AUTS2
cg17327990,-7.04E-05,2.11E-05,0.0008669198,1.00E+00,0.0094746002,ISYNA1
cg08679013,0.0004196918,0.0001256649,0.0008675197,1.00E+00,0.0094808457,KLF1
cg02193883,-0.0001138543,3.41E-05,0.0008680126,1.00E+00,0.0094859198,NA
cg18749555,-0.0001978245,5.92E-05,0.0008681789,1.00E+00,0.009487426,FKBPL
cg13291811,-0.0002714332,8.13E-05,0.0008682928,1.00E+00,0.0094883582,ZSWIM4
cg15391271,-0.000213025,6.38E-05,0.0008687312,1.00E+00,0.0094928368,ZNF692
cg22976120,-0.0003557269,0.0001065301,0.0008692372,1.00E+00,0.0094980544,PTPRJ
cg05244737,-0.0001781345,5.33E-05,0.0008696497,1.00E+00,0.0095022489,WDR60
cg26965779,-0.0006856719,0.0002053567,0.0008701153,1.00E+00,0.009507024,HLA-H
cg06730796,-0.0001534698,4.60E-05,0.0008702543,1.00E+00,0.009508231,FHOD1
cg22798214,0.0003032141,9.08E-05,0.0008702999,1.00E+00,0.0095084161,NA
cg25402083,-0.0001891557,5.67E-05,0.0008706038,1.00E+00,0.0095114239,GPR20
cg21606696,-0.0001446767,4.33E-05,0.0008708814,1.00E+00,0.0095141443,BCL3
cg12257394,-0.0002091427,6.26E-05,0.0008710836,1.00E+00,0.0095160409,ROBO2
cg16401207,-0.000402296,0.0001205017,0.0008714195,1.00E+00,0.0095193979,PRKG1
cg27579313,-0.0004660284,0.0001395983,0.0008719037,1.00E+00,0.0095243341,ZBTB4
cg24580071,-0.0004899543,0.0001467656,0.0008719287,1.00E+00,0.0095243341,ST6GALNAC3
cg21611868,-0.0001545982,4.63E-05,0.0008721212,1.00E+00,0.0095261235,PCCB
cg06154531,-0.0001923887,5.76E-05,0.0008725165,1.00E+00,0.0095298663,NA
cg11812023,-0.0001982493,5.94E-05,0.0008725268,1.00E+00,0.0095298663,AKT2
cg05932698,0.0003512723,0.0001052299,0.0008725644,1.00E+00,0.0095298663,NA
cg10365562,0.0006010708,0.0001800617,0.0008725785,1.00E+00,0.0095298663,LRRC2
cg12651480,-0.000201868,6.05E-05,0.0008731223,1.00E+00,0.0095354925,PCSK4
cg21672401,0.0003391789,0.0001016192,0.0008738011,1.00E+00,0.009542593,NA
cg00313914,0.000606831,0.0001818151,0.0008741622,1.00E+00,0.0095457654,NAV1
cg13641591,-0.0002478545,7.43E-05,0.0008741747,1.00E+00,0.0095457654,UVRAG
cg12894711,-0.0011531735,0.0003455074,0.0008741778,1.00E+00,0.0095457654,BLVRA
cg16694664,0.0002376082,7.12E-05,0.0008742138,1.00E+00,0.0095458455,NA
cg23881099,0.0002531781,7.59E-05,0.0008743991,1.00E+00,0.0095475556,NA
cg12275410,-0.0002247373,6.73E-05,0.0008745921,1.00E+00,0.0095493495,NA
cg09294095,0.0004784485,0.0001433587,0.0008748043,1.00E+00,0.0095513524,NTM
cg21861151,-0.0006063994,0.0001816998,0.0008749638,1.00E+00,0.0095527805,NA
cg02601249,-0.0001836029,5.50E-05,0.0008750283,1.00E+00,0.0095531705,NA
cg27201673,-0.0003353048,0.0001004781,0.0008758289,1.00E+00,0.0095613213,PNMAL1
cg06374794,0.0003203432,9.60E-05,0.0008758462,1.00E+00,0.0095613213,BANP
cg11321459,-0.0001658948,4.97E-05,0.0008758611,1.00E+00,0.0095613213,HDAC9
cg02198625,-0.0001899376,5.69E-05,0.0008759012,1.00E+00,0.0095614446,SIRPB1
cg03060555,-0.0003728565,0.0001117339,0.0008761009,1.00E+00,0.009563311,ZBTB38
cg00267286,0.000530279,0.0001589131,0.0008763913,1.00E+00,0.0095661667,C1QL3
cg06200244,0.0003495649,0.0001047592,0.0008766142,1.00E+00,0.0095680643,TRIB2
cg03679305,-0.000320291,9.60E-05,0.0008766227,1.00E+00,0.0095680643,SLC2A5
cg00406621,-0.0001837687,5.51E-05,0.0008768354,1.00E+00,0.0095700712,NA
cg22107662,-0.0003860872,0.0001157073,0.0008768731,1.00E+00,0.0095701685,RIMBP3
cg05081614,-0.0003953712,0.0001184931,0.0008771775,1.00E+00,0.0095731766,NA
cg18169869,-6.01E-05,1.80E-05,0.0008772269,1.00E+00,0.0095734022,LRRC8B
cg18290624,-0.0001099572,3.30E-05,0.0008772812,1.00E+00,0.0095736799,SLC6A11
cg02839123,-0.0001038389,3.11E-05,0.0008777397,1.00E+00,0.0095783698,FAM83F
cg15031409,0.0002927235,8.77E-05,0.0008778537,1.00E+00,0.0095792991,CASZ1
cg16489427,-0.000274934,8.24E-05,0.0008780797,1.00E+00,0.0095814505,NA
cg00955230,-7.99E-05,2.39E-05,0.000878193,1.00E+00,0.0095823722,RFC2
cg24872571,0.0002207276,6.62E-05,0.0008782633,1.00E+00,0.0095828248,LTBP4
cg12434362,-0.0004630063,0.0001387791,0.0008783605,1.00E+00,0.0095835711,NA
cg08469939,0.0003130391,9.38E-05,0.0008786287,1.00E+00,0.0095861827,NA
cg16974075,0.0003463025,0.0001038037,0.0008788407,1.00E+00,0.0095881819,NA
cg15405572,0.0003366953,0.0001009245,0.0008789001,1.00E+00,0.0095885151,NAV3
cg19181160,0.0001070631,3.21E-05,0.0008791239,1.00E+00,0.0095903597,OSBPL5
cg17873465,-0.0001929353,5.78E-05,0.0008791269,1.00E+00,0.0095903597,SFT2D2
cg06343673,0.0004242169,0.0001271671,0.0008795502,1.00E+00,0.0095945618,RPTOR
cg25513535,0.0004488101,0.0001345396,0.0008795698,1.00E+00,0.0095945618,RBM11
cg09729274,0.0003647236,0.0001093355,0.0008798006,1.00E+00,0.0095967648,GRHL2
cg08781728,0.0004310388,0.0001292157,0.0008798411,1.00E+00,0.0095968916,NPM2
cg13056510,0.0003230186,9.68E-05,0.0008798858,1.00E+00,0.0095970261,NA
cg22946147,0.0003335009,1.00E-04,0.0008799112,1.00E+00,0.0095970261,NA
cg11071448,-0.0003370831,0.0001010519,0.0008800447,1.00E+00,0.0095980077,SYT2
cg10105797,-0.0001463755,4.39E-05,0.0008800589,1.00E+00,0.0095980077,NA
cg02993564,-0.0002467897,7.40E-05,0.0008805529,1.00E+00,0.009603081,TSNARE1
ch.15.67797584R,-0.000569144,0.0001706381,0.0008811669,1.00E+00,0.0096094613,NA
cg09556178,-0.0002042288,6.12E-05,0.0008812675,1.00E+00,0.0096101235,PRTFDC1
cg02503763,-0.0005843545,0.0001752005,0.0008812854,1.00E+00,0.0096101235,MGLL
cg06668976,0.0002215908,6.64E-05,0.0008817727,1.00E+00,0.0096150864,NA
cg24880222,-0.000496777,0.0001489504,0.0008817984,1.00E+00,0.0096150864,HDC
cg19925186,-0.0002796998,8.39E-05,0.0008819399,1.00E+00,0.0096163144,GBP5
cg06137852,-6.84E-05,2.05E-05,0.0008822751,1.00E+00,0.0096196534,NA
cg14071922,-6.00E-05,1.80E-05,0.0008824486,1.00E+00,0.0096209175,CFL2
cg11075230,-0.000181432,5.44E-05,0.0008824489,1.00E+00,0.0096209175,NA
cg04722901,0.0003909202,0.0001172207,0.0008826719,1.00E+00,0.0096230336,MYO10
cg23907051,-0.0008452494,0.0002534627,0.0008829833,1.00E+00,0.0096261132,TBC1D8
cg23144473,-0.0004537989,0.0001360825,0.0008832125,1.00E+00,0.0096282956,NA
cg03589385,0.0003585857,0.0001075334,0.0008834923,1.00E+00,0.0096310303,NA
cg02753444,0.0016069977,0.0004819163,0.0008836378,1.00E+00,0.0096323003,SYNJ2
cg08533268,-0.0002407768,7.22E-05,0.0008838718,1.00E+00,0.0096345355,SPINK8
cg14382215,-0.00028256,8.47E-05,0.0008840672,1.00E+00,0.0096362499,NA
cg07894334,-0.0004911393,0.0001472922,0.000884087,1.00E+00,0.0096362499,SOCS5
cg23629775,-0.0002456454,7.37E-05,0.0008843551,1.00E+00,0.0096388557,NA
cg06491244,0.000236219,7.08E-05,0.000884749,1.00E+00,0.0096428331,WNT3
cg13937905,0.0002135557,6.41E-05,0.0008849787,1.00E+00,0.0096450202,RARG
cg09731745,-0.0002702237,8.10E-05,0.0008850546,1.00E+00,0.0096455317,INPP5A
cg02574254,-0.0001745379,5.24E-05,0.0008854215,1.00E+00,0.009649214,DAB1
cg19626253,-0.0001697496,5.09E-05,0.0008855368,1.00E+00,0.0096501536,KAZN
cg22318806,0.0004446487,0.0001333698,0.0008856719,1.00E+00,0.0096513098,LTA
cg11851429,-0.0002467926,7.40E-05,0.0008857451,1.00E+00,0.009651791,CYB561D1
cg07124366,0.0002384685,7.15E-05,0.0008858344,1.00E+00,0.0096524483,SEC13
cg13654836,-0.0005286364,0.0001585765,0.0008866704,1.00E+00,0.0096612406,MSI2
cg24500630,-0.000493676,0.0001480901,0.000886723,1.00E+00,0.0096613307,NA
cg13618979,-0.0003085478,9.26E-05,0.0008867368,1.00E+00,0.0096613307,TPM4
cg00242627,-6.87E-05,2.06E-05,0.0008870477,1.00E+00,0.0096643177,NA
cg16666708,-5.34E-05,1.60E-05,0.0008870691,1.00E+00,0.0096643177,UNC13A
cg07196383,-0.0002793926,8.38E-05,0.0008873186,1.00E+00,0.0096667192,NA
cg17284334,0.0003479446,0.0001043819,0.0008874815,1.00E+00,0.009668178,C15orf59
cg09321238,-0.0002381685,7.15E-05,0.0008878095,1.00E+00,0.0096714335,PRDM16
cg10787197,-0.0006128322,0.000183854,0.0008878745,1.00E+00,0.0096718248,ADTRP
cg01509243,-0.0001069726,3.21E-05,0.0008881417,1.00E+00,0.0096744192,NA
cg07465627,-0.0003577223,0.0001073223,0.000888177,1.00E+00,0.0096744865,STXBP4
cg19275008,0.0003430149,0.0001029104,0.0008882377,1.00E+00,0.0096745628,CDC42EP3
cg12080831,-0.0003618448,0.0001085598,0.0008882422,1.00E+00,0.0096745628,GLI2
cg06877669,-4.29E-05,1.29E-05,0.0008883274,1.00E+00,0.0096751737,NA
cg06698575,-0.0003872481,0.0001161829,0.0008883938,1.00E+00,0.0096755806,NA
cg11771383,-0.0005393893,0.0001618297,0.0008884639,1.00E+00,0.0096760268,INPP5A
cg19176391,-0.0002524967,7.58E-05,0.0008885143,1.00E+00,0.0096762589,SSH3
cg20271057,-0.0004738541,0.0001421694,0.0008886012,1.00E+00,0.0096768327,PLCL2
cg01020427,-0.0001790191,5.37E-05,0.0008886252,1.00E+00,0.0096768327,IMMT
cg13580336,0.0003790174,0.0001137179,0.0008887967,1.00E+00,0.0096783829,NA
cg26624744,0.0002075133,6.23E-05,0.0008889258,1.00E+00,0.009679472,CYFIP2
cg12723026,-0.0004867109,0.0001460328,0.0008890351,1.00E+00,0.0096803453,KCNC4
cg23979458,-8.96E-05,2.69E-05,0.0008890875,1.00E+00,0.0096805981,SECTM1
cg07933720,-0.0004790004,0.0001437206,0.0008891283,1.00E+00,0.0096807257,SHROOM3
cg06124876,0.0004095238,0.0001228765,0.0008892842,1.00E+00,0.0096821061,NA
cg00323359,-6.09E-05,1.83E-05,0.0008893723,1.00E+00,0.009682748,KIF18B
cg12065442,-0.0002402906,7.21E-05,0.000889405,1.00E+00,0.0096827876,TRIM17
cg17054900,-0.0007463629,0.0002239505,0.0008895834,1.00E+00,0.0096844127,DHX36
cg13551117,-0.0005787413,0.0001736578,0.0008897729,1.00E+00,0.0096858591,NA
cg13460740,-0.0002180492,6.54E-05,0.0008897745,1.00E+00,0.0096858591,NA
cg20240860,0.0003671374,0.0001101705,0.0008904299,1.00E+00,0.0096924353,ACCS
cg11855705,0.0002396005,7.19E-05,0.000890437,1.00E+00,0.0096924353,TLR9
cg00995986,-0.0002678103,8.04E-05,0.000890554,1.00E+00,0.0096933915,MEIS1
cg23019585,0.0006230981,0.000186982,0.0008905921,1.00E+00,0.0096934898,MOG
cg17583432,-0.000258549,7.76E-05,0.0008906493,1.00E+00,0.0096937941,PVT1
cg05765605,-0.0009258389,0.0002778358,0.0008908189,1.00E+00,0.0096953236,NA
cg14075645,-0.0001464135,4.39E-05,0.0008908954,1.00E+00,0.0096958382,COL6A2
cg09915983,-8.50E-05,2.55E-05,0.0008911079,1.00E+00,0.0096978341,NA
cg17204562,-0.0003894393,0.0001168714,0.0008912001,1.00E+00,0.0096985201,RNF114
cg02033182,-0.0001625362,4.88E-05,0.0008913107,1.00E+00,0.0096993105,ANKRD11
cg12710480,-0.0003922068,0.0001177034,0.0008913311,1.00E+00,0.0096993105,NA
cg08478016,-0.0002295466,6.89E-05,0.0008922622,1.00E+00,0.0097091252,NA
cg23245289,-0.0004410934,0.0001323892,0.000892499,1.00E+00,0.009711384,GPR124
cg17478016,-0.0002288981,6.87E-05,0.0008926028,1.00E+00,0.0097121955,NA
cg17021265,-0.0001890732,5.67E-05,0.0008928111,1.00E+00,0.0097141434,CD2AP
cg25217583,0.0006021179,0.0001807296,0.000893129,1.00E+00,0.0097172842,ELAVL4
cg16544169,-0.0001956272,5.87E-05,0.0008932511,1.00E+00,0.0097182955,NKX2-6
cg21880476,-0.0004205514,0.0001262332,0.0008932929,1.00E+00,0.0097183341,NA
cg21704109,0.000282457,8.48E-05,0.0008933131,1.00E+00,0.0097183341,ALX4
cg23221113,-0.0002100859,6.31E-05,0.0008937054,1.00E+00,0.009722284,ODF3B
cg03214130,-0.0002995069,8.99E-05,0.0008945838,1.00E+00,0.0097315205,NA
cg27608139,-0.0001931431,5.80E-05,0.0008948871,1.00E+00,0.0097345013,ECI1
cg05219493,0.0004756155,0.0001427868,0.0008951845,1.00E+00,0.0097374183,CYP26C1
cg25731261,-0.0003167871,9.51E-05,0.0008956023,1.00E+00,0.0097416444,BBC3
cg03139377,-0.0003307843,9.93E-05,0.0008957071,1.00E+00,0.009742465,SLC6A12
cg23732781,0.000487625,0.0001464021,0.0008958974,1.00E+00,0.0097442166,GABBR1
cg22660207,-0.0006131978,0.0001841044,0.0008959558,1.00E+00,0.0097445329,SCRG1
cg09568217,-0.0004035616,0.0001211676,0.0008962748,1.00E+00,0.0097476842,NLGN2
cg14278345,0.0003086149,9.27E-05,0.0008967064,1.00E+00,0.0097520587,IL17REL
cg00658007,-0.0001395881,4.19E-05,0.0008968873,1.00E+00,0.0097535617,RD3
cg13153834,-0.0003415936,0.0001025681,0.0008969033,1.00E+00,0.0097535617,SUMF2
cg18517195,-6.70E-05,2.01E-05,0.000896964,1.00E+00,0.0097539031,NA
cg02966722,-0.0003062612,9.20E-05,0.0008972151,1.00E+00,0.009756315,GOLGA8B
cg04826368,-0.0003263779,9.80E-05,0.0008974923,1.00E+00,0.0097590094,NA
cg05971521,0.000425338,0.0001277227,0.0008976736,1.00E+00,0.0097606617,NA
cg24870340,0.0002022216,6.07E-05,0.000897929,1.00E+00,0.0097631198,NA
cg14153654,-0.0005424514,0.0001628949,0.0008979861,1.00E+00,0.0097634212,TNFRSF9
cg01026730,-0.0003939601,0.0001183101,0.0008985478,1.00E+00,0.0097692084,ARSB
cg25481160,-0.0002977087,8.94E-05,0.000898607,1.00E+00,0.0097695326,FOXP1
cg11719283,-0.0003144351,9.44E-05,0.0008989095,1.00E+00,0.0097725022,NA
cg24030232,-0.0003340618,0.0001003261,0.0008989821,1.00E+00,0.0097729721,ADAMTS16
cg02865896,-0.0002707914,8.13E-05,0.0008994532,1.00E+00,0.0097777733,PWWP2B
cg00060484,-0.000589341,0.000177003,0.0008996366,1.00E+00,0.0097794473,NA
cg06496344,-0.0001075316,3.23E-05,0.0009003782,1.00E+00,0.0097871896,NA
cg13583414,-0.0003453482,0.0001037338,0.0009008392,1.00E+00,0.0097918801,LZTS1
cg09205156,-0.0002450403,7.36E-05,0.0009009581,1.00E+00,0.0097928523,SPDYE6
cg25685983,-5.41E-05,1.63E-05,0.0009011258,1.00E+00,0.0097943552,NA
cg10926330,-0.0002641056,7.93E-05,0.0009015828,1.00E+00,0.0097990017,NA
cg01438291,-0.0004312232,0.0001295423,0.0009019769,1.00E+00,0.0098029648,NA
cg03658251,-0.0001497273,4.50E-05,0.0009021109,1.00E+00,0.0098041006,EBPL
cg22198044,-0.0008001401,0.000240378,0.0009024481,1.00E+00,0.0098074452,SH3BP2
cg01708924,-0.0001709819,5.14E-05,0.0009027843,1.00E+00,0.0098107782,PRDX5
cg04865716,-7.98E-05,2.40E-05,0.0009029175,1.00E+00,0.0098119046,LINGO3
cg05929755,-0.0005944437,0.000178593,0.0009030629,1.00E+00,0.0098131641,NA
cg19325359,-0.0002424584,7.28E-05,0.000903232,1.00E+00,0.0098146807,EED
cg19017142,-0.0004589026,0.0001378754,0.0009033698,1.00E+00,0.0098158581,NA
cg09337121,-0.0003173932,9.54E-05,0.0009035664,1.00E+00,0.0098176729,PPP1R3E
cg00513220,-0.000193083,5.80E-05,0.0009036205,1.00E+00,0.0098179402,MARC2
cg05906166,0.0005032929,0.0001512176,0.0009037513,1.00E+00,0.0098190398,KLF2
cg02634634,-0.0003165317,9.51E-05,0.0009040652,1.00E+00,0.0098221137,NA
cg25533551,-0.0004050574,0.000121706,0.0009040933,1.00E+00,0.0098221137,CCDC114
cg12835949,-0.0002221269,6.67E-05,0.0009042206,1.00E+00,0.0098231763,SSH3
cg13630095,0.0004125605,0.0001239669,0.0009046486,1.00E+00,0.0098275051,PTGS1
cg02554274,-0.0003038832,9.13E-05,0.0009051256,1.00E+00,0.0098323654,CEND1
cg08120015,-0.0001987685,5.97E-05,0.0009057541,1.00E+00,0.009838871,SRF
cg18415686,0.000285417,8.58E-05,0.0009060067,1.00E+00,0.0098412932,INSM2
cg03474731,-9.30E-05,2.79E-05,0.0009062539,1.00E+00,0.0098436577,CHEK1
cg14161165,-0.0002402244,7.22E-05,0.0009063448,1.00E+00,0.0098443233,ASTN2
cg03808043,-0.0002096466,6.30E-05,0.000906493,1.00E+00,0.0098456109,MIR573
cg04830857,0.0002786116,8.37E-05,0.0009066516,1.00E+00,0.009847012,NA
cg14079705,-0.0003033075,9.12E-05,0.0009068155,1.00E+00,0.0098484706,NA
cg25310081,-7.45E-05,2.24E-05,0.0009070927,1.00E+00,0.0098511594,RBMS2
cg14909325,-0.000218717,6.57E-05,0.0009074912,1.00E+00,0.0098551654,MOB2
cg17985311,-0.0003819856,0.0001148114,0.0009076034,1.00E+00,0.0098560617,FOXJ3
cg22457238,-6.75E-05,2.03E-05,0.0009076885,1.00E+00,0.0098566637,ZNF135
cg16815850,0.0002702805,8.12E-05,0.0009078554,1.00E+00,0.0098580926,NA
cg09310065,0.0002351415,7.07E-05,0.0009078794,1.00E+00,0.0098580926,WDR20
cg19741660,0.0005464167,0.0001642383,0.000907917,1.00E+00,0.0098581788,NA
cg00165862,-0.0001526011,4.59E-05,0.0009081666,1.00E+00,0.0098605674,GOLT1A
cg25149927,-0.0003603014,0.0001083054,0.0009087477,1.00E+00,0.0098665541,SSH1
cg02412399,-0.0001692916,5.09E-05,0.0009089467,1.00E+00,0.0098683929,NA
cg22743002,0.0003601954,0.0001082761,0.0009090048,1.00E+00,0.0098687014,NA
cg00244894,-0.0001921047,5.78E-05,0.0009095824,1.00E+00,0.00987465,PSAP
cg20227259,-6.54E-05,1.97E-05,0.0009097401,1.00E+00,0.00987604,NA
cg08724310,-0.000240213,7.22E-05,0.0009098472,1.00E+00,0.0098768793,BCAT1
cg12866292,-0.0001070757,3.22E-05,0.0009098868,1.00E+00,0.0098769871,TMEM107
cg03233885,0.0002513021,7.55E-05,0.0009100373,1.00E+00,0.0098782981,NA
cg18479249,-0.0003138859,9.44E-05,0.0009101568,1.00E+00,0.0098792728,NA
cg09273112,-0.0006923756,0.0002081562,0.0009103181,1.00E+00,0.0098807007,CHMP3
cg18077304,-0.0006068501,0.0001824509,0.000910734,1.00E+00,0.009884893,SLC4A8
cg14347219,0.000467357,0.0001405134,0.0009108473,1.00E+00,0.0098858001,DLL1
cg16137862,-0.0002298427,6.91E-05,0.0009110766,1.00E+00,0.0098879653,BCL2L1
cg14791413,-0.0002289344,6.88E-05,0.0009119599,1.00E+00,0.0098969756,GLT1D1
cg05883695,-0.0002866162,8.62E-05,0.0009119663,1.00E+00,0.0098969756,FAM198A
cg23803223,0.0003442111,0.000103501,0.0009121035,1.00E+00,0.0098981418,NA
cg12857541,-0.0003956574,0.0001189724,0.0009122818,1.00E+00,0.0098997531,DHX15
cg16397021,-0.0001695402,5.10E-05,0.0009127557,1.00E+00,0.0099045725,ATP10A
cg23886165,0.000205734,6.19E-05,0.000912879,1.00E+00,0.0099055872,LMO7
cg19270409,-0.0003437702,0.0001033771,0.0009130007,1.00E+00,0.009906585,NA
cg08679951,-0.0003073542,9.24E-05,0.000913253,1.00E+00,0.0099089984,NA
cg21329975,0.000189467,5.70E-05,0.0009132927,1.00E+00,0.009909106,CC2D2A
cg04418355,-0.0008646779,0.0002600312,0.000913379,1.00E+00,0.0099097194,HLA-DQB2
cg00458681,-0.000549716,0.0001653181,0.0009136499,1.00E+00,0.0099123349,DGCR10
cg15559674,-0.0001449735,4.36E-05,0.0009141012,1.00E+00,0.0099169079,ZC3H12D
cg07459650,-0.0001232549,3.71E-05,0.0009141911,1.00E+00,0.0099175596,SUN1
cg11045303,0.0002306418,6.94E-05,0.0009143003,1.00E+00,0.0099184201,GNPNAT1
cg16789104,-0.0001019455,3.07E-05,0.0009143553,1.00E+00,0.0099186937,SKAP1
cg19993680,0.0002906452,8.74E-05,0.0009144355,1.00E+00,0.0099192394,NA
cg25528786,-0.0002800283,8.42E-05,0.0009152907,1.00E+00,0.0099279342,CEACAM21
cg08185345,-0.0001650053,4.96E-05,0.0009152967,1.00E+00,0.0099279342,EFNA3
cg13305793,-0.0004002671,0.0001203933,0.0009153944,1.00E+00,0.0099284306,HHAT
cg16905100,-0.0001477983,4.45E-05,0.0009154022,1.00E+00,0.0099284306,NA
cg21454485,-0.0004731141,0.0001423149,0.0009161947,1.00E+00,0.0099367013,CD84
cg18546236,-0.0006412867,0.000192911,0.0009166998,1.00E+00,0.0099418551,NA
cg12536471,-0.0001127893,3.39E-05,0.0009168994,1.00E+00,0.0099436964,PLEKHN1
cg16503724,0.0004792272,0.000144164,0.0009169661,1.00E+00,0.009944095,PLCL2
cg12627726,0.0002052422,6.17E-05,0.0009170214,1.00E+00,0.0099443698,KCNQ4
cg15447715,-0.0002077337,6.25E-05,0.0009172984,1.00E+00,0.00994705,ABCB8
cg09039672,-0.0003592728,0.0001080836,0.0009174682,1.00E+00,0.009948567,ACVR1B
cg26647566,-0.0003434327,0.0001033208,0.0009177325,1.00E+00,0.0099507431,PRSS12
cg03934002,-0.0004001942,0.0001203975,0.0009177427,1.00E+00,0.0099507431,NA
cg09979256,-7.06E-05,2.13E-05,0.0009177587,1.00E+00,0.0099507431,RSPO3
cg21731375,-0.0001372272,4.13E-05,0.0009177987,1.00E+00,0.0099507815,NA
cg04605532,-0.0006473203,0.0001947462,0.0009178221,1.00E+00,0.0099507815,NA
cg20697394,-0.0003839265,0.0001155059,0.0009179834,1.00E+00,0.0099522056,NA
cg08607082,-7.14E-05,2.15E-05,0.0009181591,1.00E+00,0.0099535452,ICAM1
cg24922512,-0.0001334895,4.02E-05,0.0009181937,1.00E+00,0.0099535452,NA
cg20326682,-0.0002131666,6.41E-05,0.0009181967,1.00E+00,0.0099535452,PRKCA
cg08699270,0.0003884431,0.000116873,0.0009187421,1.00E+00,0.0099591321,LRP1
cg09799039,0.0001584523,4.77E-05,0.0009189442,1.00E+00,0.0099609986,HDAC4
cg25058398,-0.0001295847,3.90E-05,0.0009189811,1.00E+00,0.0099610739,FAM126B
cg01572434,-0.0002210527,6.65E-05,0.0009193629,1.00E+00,0.0099648872,NA
cg13951069,0.0006216204,0.0001870503,0.0009199033,1.00E+00,0.0099704191,SLC37A1
cg06432655,-0.0002337677,7.03E-05,0.0009200382,1.00E+00,0.0099715571,CLIP3
cg26802063,-0.0005661791,0.0001703729,0.0009202408,1.00E+00,0.0099734278,ARSB
cg00827173,-0.0001960332,5.90E-05,0.0009215513,1.00E+00,0.0099872115,NCOR2
cg25868831,-0.0002872667,8.65E-05,0.0009215727,1.00E+00,0.0099872115,B4GALNT4
cg26727221,0.000473281,0.0001424431,0.0009221352,1.00E+00,0.0099929814,NA
cg12964144,-4.77E-05,1.44E-05,0.0009224094,1.00E+00,0.0099956273,WSCD1
cg20626045,-0.0003065214,9.23E-05,0.0009225043,1.00E+00,0.0099962122,RASSF4
cg01891260,0.0003581518,0.0001077966,0.0009225235,1.00E+00,0.0099962122,VPREB1
cg02007434,0.0003238459,9.75E-05,0.000922602,1.00E+00,0.0099967366,TLL2
cg06204229,-0.0001962409,5.91E-05,0.0009226675,1.00E+00,0.0099971206,ITIH4
cg23950157,0.0002543079,7.65E-05,0.0009231198,1.00E+00,0.0100016956,COL1A1
cg03840694,-0.0005943005,0.0001788898,0.0009235646,1.00E+00,0.010006189,NA
cg24183958,-5.00E-05,1.50E-05,0.0009238543,1.00E+00,0.0100090011,GRB10
cg05104995,0.0002581618,7.77E-05,0.0009239267,1.00E+00,0.0100094599,FRMPD2
cg11444072,0.0004096316,0.0001233084,0.0009240574,1.00E+00,0.010010549,ASAP2
cg16715194,-0.0004013064,0.0001208073,0.0009245064,1.00E+00,0.0100150867,PCNXL2
cg18928595,0.0001463838,4.41E-05,0.0009245917,1.00E+00,0.0100156844,GATC
cg06644515,-0.0003978036,0.0001197552,0.0009247249,1.00E+00,0.0100168015,NA
cg18738367,-0.0001224092,3.69E-05,0.000924756,1.00E+00,0.0100168118,CTSH
cg01750157,-0.0001890417,5.69E-05,0.0009250619,1.00E+00,0.0100197994,GPRC5C
cg10233454,-0.0005675103,0.0001708518,0.0009252239,1.00E+00,0.0100212278,LRP1
cg20576955,0.0004127576,0.0001242633,0.0009252774,1.00E+00,0.0100214798,OR52I2
cg06797938,-6.42E-05,1.93E-05,0.0009254718,1.00E+00,0.0100230585,PITPNA
cg14761876,-0.0001261384,3.80E-05,0.0009254834,1.00E+00,0.0100230585,CARNS1
cg03675083,0.0002744869,8.26E-05,0.0009255146,1.00E+00,0.0100230698,CPN2
cg24333845,-0.0003994982,0.0001202744,0.0009255456,1.00E+00,0.0100230796,MBNL1
cg01226614,0.0003049422,9.18E-05,0.000925658,1.00E+00,0.0100239697,SERP2
cg27410136,-0.0001727369,5.20E-05,0.0009258581,1.00E+00,0.0100257449,ALOX12
cg13789457,0.0002196897,6.61E-05,0.0009258822,1.00E+00,0.0100257449,RERE
cg15948836,0.000385251,0.0001159973,0.0009266909,1.00E+00,0.0100341743,LDLRAD3
cg19769147,0.0002925119,8.81E-05,0.0009272518,1.00E+00,0.0100399216,PACS2
cg06514003,0.0004129074,0.0001243352,0.0009276256,1.00E+00,0.0100433231,KCNH4
cg23004625,-0.0003185489,9.59E-05,0.0009276264,1.00E+00,0.0100433231,PIGM
cg07906520,-7.42E-05,2.23E-05,0.0009280131,1.00E+00,0.0100471831,PPP1R16B
cg23732845,-0.0003994121,0.0001202893,0.0009292458,1.00E+00,0.0100602013,AIM1L
cg19583379,0.000336949,0.0001014786,0.0009293641,1.00E+00,0.0100611542,NA
cg07402456,-6.28E-05,1.89E-05,0.0009299263,1.00E+00,0.0100669125,NA
cg08751451,-0.0008805605,0.0002652122,0.0009299656,1.00E+00,0.0100670101,PRKG1
cg23752696,-0.0001503614,4.53E-05,0.0009300259,1.00E+00,0.0100673359,SNED1
