#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg13353389,-0.0001846954,6.28E-05,0.0033242335,1.00E+00,0.0282244378,EIF4H
cg15894467,-0.0002260901,7.68E-05,0.0033243051,1.00E+00,0.0282244378,NA
cg19275832,-0.0001273858,4.33E-05,0.0033247565,1.00E+00,0.0282273884,NA
cg00316602,-0.0001075498,3.65E-05,0.0033248502,1.00E+00,0.0282273884,UBP1
cg07196426,-0.0004622196,0.0001570754,0.0033254478,1.00E+00,0.0282316239,TFAP2E
cg06331970,-0.0001806145,6.14E-05,0.0033259821,1.00E+00,0.0282353208,P2RX5
cg26999029,-0.0001011095,3.44E-05,0.0033262131,1.00E+00,0.0282364434,SDK2
cg20818265,-0.0002204587,7.49E-05,0.0033267416,1.00E+00,0.0282398285,ZFYVE28
cg26257634,-0.0002330093,7.92E-05,0.0033268095,1.00E+00,0.0282398285,CEACAM5
cg12735254,-0.0003452197,0.0001173218,0.0033271272,1.00E+00,0.0282416872,STK32C
cg02689335,-0.0001825372,6.20E-05,0.0033274657,1.00E+00,0.0282437217,AMER3
cg23759847,-0.0001131924,3.85E-05,0.0033277794,1.00E+00,0.0282443064,CHMP3
cg04524933,-0.0002074266,7.05E-05,0.0033278098,1.00E+00,0.0282443064,KCNG1
cg22937632,-0.0002233086,7.59E-05,0.0033278311,1.00E+00,0.0282443064,KIAA1549L
cg09604167,0.0003029629,0.0001029637,0.0033279678,1.00E+00,0.0282446279,TMBIM6
cg03008525,-6.13E-05,2.08E-05,0.0033280804,1.00E+00,0.0282447448,NA
cg23599843,-0.0004014879,0.000136454,0.003329346,1.00E+00,0.0282546471,JPH1
cg27149284,-0.0002032814,6.91E-05,0.0033304911,1.00E+00,0.0282635255,ZFR2
cg10318039,-0.0002247651,7.64E-05,0.0033306623,1.00E+00,0.0282641394,SEMA3D
cg06719332,-0.0001738659,5.91E-05,0.0033308021,1.00E+00,0.0282644867,MCF2L
cg07899076,0.0002188669,7.44E-05,0.0033311752,1.00E+00,0.0282654592,RNF216
cg16681421,-0.0002322686,7.89E-05,0.0033312079,1.00E+00,0.0282654592,NA
cg10140583,-0.0003005519,0.0001021544,0.0033312134,1.00E+00,0.0282654592,LY6D
cg08969937,-8.13E-05,2.76E-05,0.0033314396,1.00E+00,0.0282665391,ACOX3
cg15602633,-0.0001044656,3.55E-05,0.0033320247,1.00E+00,0.0282706644,NA
cg06049111,0.0001780406,6.05E-05,0.0033322657,1.00E+00,0.0282718696,GUCA1A
cg15339249,-0.0002107235,7.16E-05,0.0033323991,1.00E+00,0.0282721622,DTHD1
cg06700226,0.0003238359,0.0001100733,0.0033325285,1.00E+00,0.0282724213,NA
cg23377648,-0.0001740474,5.92E-05,0.0033329477,1.00E+00,0.0282751383,NA
cg14499385,0.0002931622,9.96E-05,0.0033331227,1.00E+00,0.0282752152,SLC40A1
cg04614290,-0.0002183661,7.42E-05,0.0033332778,1.00E+00,0.0282752152,NA
cg04516896,-0.0001232084,4.19E-05,0.0033332869,1.00E+00,0.0282752152,AKAP12
cg22857947,0.0001067423,3.63E-05,0.0033333525,1.00E+00,0.0282752152,PRKACA
cg10216151,-7.52E-05,2.56E-05,0.0033336828,1.00E+00,0.0282770673,ZNF366
cg22933549,-0.0002797248,9.51E-05,0.0033337687,1.00E+00,0.0282770673,NA
cg00992711,-0.0002402577,8.17E-05,0.0033340789,1.00E+00,0.0282788595,SLC29A4
cg06697251,-0.0002916481,9.91E-05,0.0033343312,1.00E+00,0.0282801603,TUBB4A
cg10358780,-8.96E-05,3.05E-05,0.0033347464,1.00E+00,0.028282279,NA
cg27563968,0.0002534678,8.62E-05,0.0033347789,1.00E+00,0.028282279,NA
cg21825397,-0.0001150934,3.91E-05,0.0033354051,1.00E+00,0.0282859951,NA
cg23056923,-0.0001946826,6.62E-05,0.0033355655,1.00E+00,0.0282859951,NA
cg05973772,0.0002740282,9.32E-05,0.0033355953,1.00E+00,0.0282859951,TRIM2
cg10133630,-0.0002667162,9.07E-05,0.003335613,1.00E+00,0.0282859951,RNF141
cg00643876,-0.000181206,6.16E-05,0.0033359696,1.00E+00,0.0282881801,TBC1D24
cg21467206,-0.0001847431,6.28E-05,0.0033362767,1.00E+00,0.0282899447,TENC1
cg15350661,-0.000334508,0.0001137171,0.0033369724,1.00E+00,0.0282950045,SLC6A12
cg23984397,-0.000195727,6.65E-05,0.0033371636,1.00E+00,0.0282957861,NA
cg04265425,0.0003798417,0.0001291309,0.0033375723,1.00E+00,0.0282984126,NA
cg26576544,-0.0003831605,0.0001302604,0.0033379962,1.00E+00,0.0283011669,NA
cg11081894,0.0002372291,8.06E-05,0.003338156,1.00E+00,0.0283016824,NA
cg27022602,0.0003184679,0.0001082694,0.0033385553,1.00E+00,0.0283042278,ZNF574
cg04106877,-0.0001970676,6.70E-05,0.0033387168,1.00E+00,0.0283047576,NA
cg10173172,-0.0002472536,8.41E-05,0.0033388236,1.00E+00,0.0283048238,TMEM65
cg01774705,-7.92E-05,2.69E-05,0.0033394025,1.00E+00,0.0283082125,MYBBP1A
cg15671083,0.0004020486,0.0001366884,0.0033394214,1.00E+00,0.0283082125,UCN3
cg17054360,-7.13E-05,2.42E-05,0.0033396406,1.00E+00,0.0283092304,MTERF
cg05500074,-9.93E-05,3.38E-05,0.003339956,1.00E+00,0.0283110648,TSKS
cg22162757,0.000463955,0.0001577399,0.0033403221,1.00E+00,0.0283121008,PTPN14
cg10016358,-0.0001889484,6.42E-05,0.0033403694,1.00E+00,0.0283121008,KCTD2
cg23855879,-0.0003573632,0.0001215007,0.0033405663,1.00E+00,0.0283121008,TMEM45B
cg16909914,0.0002731752,9.29E-05,0.0033405819,1.00E+00,0.0283121008,ANKRD46
cg14124261,0.0002887293,9.82E-05,0.0033406345,1.00E+00,0.0283121008,RGS3
cg23643471,-6.26E-05,2.13E-05,0.0033406726,1.00E+00,0.0283121008,ZNF527
cg13911594,0.0001454252,4.94E-05,0.0033410684,1.00E+00,0.0283142284,MUC2
cg24239014,-8.41E-05,2.86E-05,0.0033412466,1.00E+00,0.0283142284,UBTF
cg05943254,0.0004004998,0.00013617,0.0033413092,1.00E+00,0.0283142284,NA
cg18484162,-9.62E-05,3.27E-05,0.0033413199,1.00E+00,0.0283142284,CLASP2
cg19472759,-7.56E-05,2.57E-05,0.003341533,1.00E+00,0.0283151949,CCND1
cg03877174,-0.0002231077,7.59E-05,0.0033417972,1.00E+00,0.0283165939,KIF1C
cg16173280,-0.0001075268,3.66E-05,0.0033423433,1.00E+00,0.0283203814,PANX2
cg18384063,-8.54E-05,2.90E-05,0.0033427169,1.00E+00,0.0283224475,RECQL5
cg07180571,-0.00027337,9.30E-05,0.0033427853,1.00E+00,0.0283224475,CLASP1
cg06770429,-0.0003899109,0.0001325764,0.0033429523,1.00E+00,0.0283230233,HIVEP2
cg03269368,-7.98E-05,2.71E-05,0.0033431571,1.00E+00,0.0283239187,NA
cg12938556,-0.0002043986,6.95E-05,0.0033445048,1.00E+00,0.0283343971,RASA3
cg01212284,0.0003406746,0.0001158413,0.0033445922,1.00E+00,0.0283343971,MCCC1
cg20723425,-0.0001069029,3.64E-05,0.003344846,1.00E+00,0.028334943,DNAH17
cg08754124,-0.0001271255,4.32E-05,0.0033448719,1.00E+00,0.028334943,NA
cg26973488,-0.0001392123,4.73E-05,0.00334505,1.00E+00,0.028334943,ZDHHC1
cg26187061,-6.40E-05,2.18E-05,0.0033450532,1.00E+00,0.028334943,GMNN
cg21824162,-0.000126364,4.30E-05,0.0033469315,1.00E+00,0.0283499683,NA
cg07211020,0.0002199759,7.48E-05,0.0033470253,1.00E+00,0.0283499683,ACOX3
cg02720566,-0.0002480074,8.43E-05,0.0033483552,1.00E+00,0.0283603919,MAST3
cg16668176,-0.000313201,0.0001065128,0.0033487384,1.00E+00,0.0283627971,PTPRS
cg11789612,-0.0001111076,3.78E-05,0.0033488705,1.00E+00,0.0283630756,ITPKA
cg10836733,0.0002772613,9.43E-05,0.0033499693,1.00E+00,0.0283715414,NA
cg27261733,-0.0001482122,5.04E-05,0.0033502326,1.00E+00,0.0283729305,LSP1
cg03788230,-7.59E-05,2.58E-05,0.0033505564,1.00E+00,0.0283741734,NA
cg01309153,-0.0001380832,4.70E-05,0.0033507104,1.00E+00,0.0283741734,NA
cg14242207,0.0002921719,9.94E-05,0.0033508506,1.00E+00,0.0283741734,PRAM1
cg18192987,-0.0002544144,8.65E-05,0.0033508736,1.00E+00,0.0283741734,ZEB2
cg06277271,-0.0001981218,6.74E-05,0.0033508757,1.00E+00,0.0283741734,ROBO1
cg07235935,-0.0004009993,0.0001363822,0.0033511514,1.00E+00,0.028375552,NDST4
cg00008665,-0.0002309113,7.85E-05,0.0033512371,1.00E+00,0.028375552,POMGNT2
cg14926439,-8.65E-05,2.94E-05,0.003351604,1.00E+00,0.0283767994,NF2
cg05028087,-8.90E-05,3.03E-05,0.0033516161,1.00E+00,0.0283767994,NA
cg25292244,-0.0001048556,3.57E-05,0.0033516823,1.00E+00,0.0283767994,NA
cg08724254,0.0001343878,4.57E-05,0.0033518614,1.00E+00,0.0283774751,NODAL
cg14129053,-0.0001219263,4.15E-05,0.003352024,1.00E+00,0.0283780111,MYT1L
cg05992301,-0.0001128206,3.84E-05,0.003353197,1.00E+00,0.0283871012,RAB40C
cg12026629,-0.0001610198,5.48E-05,0.0033536037,1.00E+00,0.0283897035,CEP170B
cg07052880,-0.0001295762,4.41E-05,0.0033540082,1.00E+00,0.0283922865,ATP6V1B1
cg04082769,-0.0001393324,4.74E-05,0.0033542709,1.00E+00,0.0283936696,NA
cg10411146,-0.0010289794,0.0003499994,0.0033544744,1.00E+00,0.0283945512,ATHL1
cg09790270,-0.000282331,9.60E-05,0.0033550475,1.00E+00,0.0283985607,SLC41A1
cg11833244,-0.0001202335,4.09E-05,0.003355449,1.00E+00,0.0284011187,POU6F1
cg27527930,-0.0004180252,0.0001421922,0.0033558083,1.00E+00,0.0284027181,B3GNTL1
cg26789634,-0.0002328567,7.92E-05,0.0033558367,1.00E+00,0.0284027181,NA
cg06174877,-0.0001107655,3.77E-05,0.0033561118,1.00E+00,0.0284039095,ATF2
cg20092728,-0.0002309104,7.85E-05,0.0033561763,1.00E+00,0.0284039095,SLC5A12
cg26328483,-0.0001113872,3.79E-05,0.0033566598,1.00E+00,0.0284071604,NA
cg06184906,-8.71E-05,2.96E-05,0.0033569732,1.00E+00,0.0284089717,NA
cg01395499,-0.0001111611,3.78E-05,0.0033574778,1.00E+00,0.0284124011,NFASC
cg12856392,-0.0003865504,0.0001314951,0.0033576575,1.00E+00,0.0284124554,ZNF107
cg22395355,6.75E-05,2.30E-05,0.0033576831,1.00E+00,0.0284124554,RAI1
cg10546219,-0.0004431923,0.0001507648,0.003357898,1.00E+00,0.0284134327,NA
cg16625770,-8.21E-05,2.79E-05,0.0033582025,1.00E+00,0.0284151687,FGFR1
cg13180375,-0.0002722373,9.26E-05,0.0033585055,1.00E+00,0.0284168907,PPP3CC
cg19947001,-6.92E-05,2.35E-05,0.0033588013,1.00E+00,0.0284185524,MTX3
cg25328154,-0.0001485759,5.05E-05,0.0033589967,1.00E+00,0.0284193644,RPS6KB2
cg08435131,0.0003949341,0.0001343542,0.0033592761,1.00E+00,0.0284208873,PLAC9
cg24756698,-0.000165895,5.64E-05,0.0033595812,1.00E+00,0.0284226267,NKD2
cg07185596,-0.0001692035,5.76E-05,0.003360746,1.00E+00,0.028430284,PRELID2
cg06479057,-0.0001113427,3.79E-05,0.0033608091,1.00E+00,0.028430284,CCDC80
cg02828779,-0.0002256615,7.68E-05,0.0033608651,1.00E+00,0.028430284,ACTRT2
cg04040935,-0.0001165713,3.97E-05,0.0033608841,1.00E+00,0.028430284,RPS6KA2
cg17725019,-0.0003114409,0.0001059564,0.0033610884,1.00E+00,0.0284307887,PIK3IP1
cg26924822,0.0006021248,0.0002048514,0.0033611428,1.00E+00,0.0284307887,RBPJ
cg12993740,-0.0005025959,0.0001709909,0.0033613422,1.00E+00,0.0284316345,SREK1
cg04667640,-0.0001420226,4.83E-05,0.0033627244,1.00E+00,0.0284424835,ZFHX3
cg10120657,-7.74E-05,2.63E-05,0.0033628766,1.00E+00,0.0284429291,NA
cg14123607,0.0004989262,0.000169754,0.0033634923,1.00E+00,0.0284467961,APBA1
cg14658900,-6.97E-05,2.37E-05,0.0033635328,1.00E+00,0.0284467961,NA
cg23630869,-0.0004102983,0.0001396009,0.0033637724,1.00E+00,0.0284479809,NA
cg00886571,-0.0005328265,0.0001812924,0.0033641644,1.00E+00,0.0284499814,NA
cg17493727,-6.09E-05,2.07E-05,0.0033642081,1.00E+00,0.0284499814,NA
cg25871713,-0.0001464831,4.98E-05,0.0033652431,1.00E+00,0.0284576315,ITGA9
cg11982332,-7.33E-05,2.49E-05,0.0033653118,1.00E+00,0.0284576315,NDUFAF6
cg16151795,-0.0004747629,0.0001615422,0.0033655014,1.00E+00,0.0284583926,NA
cg06192058,-0.000205323,6.99E-05,0.0033661909,1.00E+00,0.0284633811,NA
cg25870263,0.0001974954,6.72E-05,0.0033667601,1.00E+00,0.0284673517,FNDC5
cg13941801,-0.0002091634,7.12E-05,0.0033669374,1.00E+00,0.0284680088,LINC00476
cg02631838,-0.0001061951,3.61E-05,0.0033671506,1.00E+00,0.028468969,HPCA
cg08989558,-9.66E-05,3.29E-05,0.0033673827,1.00E+00,0.0284700891,NA
cg06465076,-0.0003422435,0.0001164613,0.0033680736,1.00E+00,0.0284750886,CAST
cg08491668,-0.0001937938,6.59E-05,0.0033688274,1.00E+00,0.0284806189,BRD2
cg05432469,-0.0001254215,4.27E-05,0.0033690605,1.00E+00,0.0284817468,NA
cg19577377,-0.0003260897,0.0001109696,0.0033696227,1.00E+00,0.0284844349,MCF2L
cg09668344,-6.85E-05,2.33E-05,0.0033696347,1.00E+00,0.0284844349,PAK1
cg21042627,-0.0001197059,4.07E-05,0.0033697131,1.00E+00,0.0284844349,NA
cg02747341,-0.0001464216,4.98E-05,0.0033697771,1.00E+00,0.0284844349,TSC2
cg09869811,7.21E-05,2.45E-05,0.0033709619,1.00E+00,0.0284928696,NUTF2
cg18196745,0.0002816297,9.58E-05,0.0033709743,1.00E+00,0.0284928696,NA
cg13015534,0.0004556607,0.0001550743,0.0033718528,1.00E+00,0.0284994519,ST6GALNAC1
cg05167973,-0.0001573475,5.36E-05,0.0033724325,1.00E+00,0.0285035094,PHLDA2
cg12964657,-0.0001608558,5.47E-05,0.0033731619,1.00E+00,0.0285082561,MSANTD1
cg15826444,-0.0001667239,5.67E-05,0.0033731936,1.00E+00,0.0285082561,NA
cg07974440,-0.0001052305,3.58E-05,0.0033744111,1.00E+00,0.0285177018,NA
cg02608145,-0.0001066111,3.63E-05,0.0033746671,1.00E+00,0.0285190223,PRR23C
cg11723077,-0.0003541391,0.000120536,0.0033750317,1.00E+00,0.0285212605,SYNJ2
cg07985164,-0.0001669972,5.68E-05,0.0033752684,1.00E+00,0.0285218085,FAM174B
cg14849065,0.0001609702,5.48E-05,0.0033753475,1.00E+00,0.0285218085,PRRT1
cg06862589,-0.0002490532,8.48E-05,0.003375483,1.00E+00,0.0285218085,NA
cg21504793,-6.57E-05,2.24E-05,0.003375575,1.00E+00,0.0285218085,FAM109A
cg02165095,0.0002179018,7.42E-05,0.0033755955,1.00E+00,0.0285218085,ST8SIA6
cg21489873,-0.000158336,5.39E-05,0.0033761547,1.00E+00,0.0285256896,MIR600HG
cg02357336,-0.0003022882,0.0001028929,0.0033765958,1.00E+00,0.0285285737,LOC339524
cg22331159,-8.10E-05,2.76E-05,0.003377248,1.00E+00,0.0285332404,INPP5D
cg17405853,-0.000110627,3.77E-05,0.0033786319,1.00E+00,0.0285440885,HRH2
cg02033582,-0.0004759549,0.0001620165,0.0033787362,1.00E+00,0.028544126,NA
cg07594831,0.0003904117,0.000132899,0.0033791285,1.00E+00,0.0285464641,RNF19A
cg12179011,0.0001738493,5.92E-05,0.0033792127,1.00E+00,0.0285464641,LINC00261
cg16151494,-0.0008990058,0.0003060393,0.0033802835,1.00E+00,0.0285539615,NA
cg10127479,-7.94E-05,2.70E-05,0.0033803,1.00E+00,0.0285539615,NA
cg23830937,-0.0001814002,6.18E-05,0.00338087,1.00E+00,0.0285579325,OPLAH
cg14130595,-0.0002219621,7.56E-05,0.003381045,1.00E+00,0.0285579799,NA
cg16086237,-0.0002813472,9.58E-05,0.0033811686,1.00E+00,0.0285579799,RIMBP2
cg12918213,-0.0002977726,0.00010137,0.0033811754,1.00E+00,0.0285579799,MED13L
cg23108126,-0.0001546477,5.26E-05,0.0033813533,1.00E+00,0.0285586384,C7orf50
cg05798720,-6.90E-05,2.35E-05,0.0033822724,1.00E+00,0.0285655444,NA
cg02343235,-0.000107384,3.66E-05,0.0033823708,1.00E+00,0.0285655444,NA
cg20968821,0.0002731324,9.30E-05,0.0033826572,1.00E+00,0.0285671186,GPR132
cg14669379,-0.0001683393,5.73E-05,0.0033828252,1.00E+00,0.0285676939,ADORA3
cg07765674,-0.0002540353,8.65E-05,0.00338311,1.00E+00,0.0285692544,NA
cg00306523,-0.0002450006,8.34E-05,0.003383322,1.00E+00,0.0285702004,NA
cg18109430,0.0016048898,0.0005463918,0.0033835245,1.00E+00,0.0285710665,OTOF
cg00192882,-0.0002293083,7.81E-05,0.0033837058,1.00E+00,0.0285717535,MFAP4
cg01088404,-0.0003161591,0.0001076397,0.0033841021,1.00E+00,0.0285742552,HDAC7
cg11112104,-0.000182746,6.22E-05,0.0033842856,1.00E+00,0.0285749611,MUC2
cg21044349,-0.0001531918,5.22E-05,0.0033845613,1.00E+00,0.0285764447,NA
cg22637865,-0.0003153249,0.0001073583,0.0033849473,1.00E+00,0.0285773949,TTLL1
cg04860312,-0.0001211494,4.12E-05,0.0033852898,1.00E+00,0.0285773949,CAMK1G
cg25972092,-8.68E-05,2.96E-05,0.0033852917,1.00E+00,0.0285773949,FBXW8
cg27620455,-0.0001760874,6.00E-05,0.0033853119,1.00E+00,0.0285773949,SYT8
cg01787559,-0.0002145708,7.31E-05,0.0033853627,1.00E+00,0.0285773949,HGFAC
cg13522776,-0.0001864184,6.35E-05,0.0033853959,1.00E+00,0.0285773949,TJP2
cg22127309,-0.0004661303,0.0001587042,0.0033854237,1.00E+00,0.0285773949,TRAF3IP2
cg02461011,-0.0001709099,5.82E-05,0.0033854737,1.00E+00,0.0285773949,NA
cg07589519,-9.96E-05,3.39E-05,0.0033864186,1.00E+00,0.0285845264,MACROD1
cg01121840,0.0001567947,5.34E-05,0.0033868006,1.00E+00,0.0285869063,PRKAR1B
cg19599827,-9.08E-05,3.09E-05,0.0033878056,1.00E+00,0.0285945454,EXOC2
cg09674867,-0.0002009421,6.84E-05,0.0033880514,1.00E+00,0.0285957757,C11orf16
cg06061492,0.0002830158,9.64E-05,0.0033884485,1.00E+00,0.0285976003,NA
cg01274625,-0.0001198512,4.08E-05,0.0033884677,1.00E+00,0.0285976003,CRELD1
cg16246252,0.0003211372,0.0001093498,0.0033888046,1.00E+00,0.0285982679,PVRL1
cg13783444,0.0003235193,0.0001101622,0.0033889007,1.00E+00,0.0285982679,ZC2HC1C
cg16419034,-0.0005143772,0.0001751518,0.0033889402,1.00E+00,0.0285982679,LRRC57
cg00364339,-9.17E-05,3.12E-05,0.0033889471,1.00E+00,0.0285982679,CHCHD6
cg18506679,-0.0001363203,4.64E-05,0.0033891517,1.00E+00,0.0285991502,OLFML2A
cg16408593,-0.0001054324,3.59E-05,0.0033893565,1.00E+00,0.0286000342,VTCN1
cg10465028,-0.0002893731,9.85E-05,0.0033895498,1.00E+00,0.0286008205,OTUB1
cg04831505,-0.000481327,0.0001639022,0.0033897867,1.00E+00,0.0286019756,TBC1D15
cg16266536,-5.41E-05,1.84E-05,0.0033900871,1.00E+00,0.0286036659,COQ10A
cg02289343,-0.000161947,5.51E-05,0.003390769,1.00E+00,0.0286070145,SLC2A5
cg21684179,-0.0002703034,9.20E-05,0.0033908022,1.00E+00,0.0286070145,STRIP1
cg06596991,-7.42E-05,2.53E-05,0.0033909,1.00E+00,0.0286070145,NA
cg22352772,-0.000107102,3.65E-05,0.0033909096,1.00E+00,0.0286070145,NA
cg25204088,-0.0004053301,0.0001380285,0.0033909844,1.00E+00,0.0286070145,NA
cg18174678,-0.0003594022,0.0001223901,0.0033913301,1.00E+00,0.0286090865,FOXJ3
cg20513080,-0.0001510077,5.14E-05,0.0033922615,1.00E+00,0.0286154057,NFATC1
cg09817016,-0.0005491875,0.0001870247,0.0033922795,1.00E+00,0.0286154057,KDM3B
cg09473207,-0.0002146362,7.31E-05,0.0033925599,1.00E+00,0.0286169267,SCAF8
cg15547344,-0.000274115,9.34E-05,0.0033929407,1.00E+00,0.0286192944,TBC1D16
cg06618740,0.0004942929,0.0001683376,0.0033936146,1.00E+00,0.0286241338,NA
cg14263391,-0.000325524,0.000110863,0.0033941357,1.00E+00,0.0286276847,GRB7
cg11700258,-0.0001815953,6.18E-05,0.0033942499,1.00E+00,0.0286278026,PCSK6
cg21686797,-0.0001222938,4.17E-05,0.0033951964,1.00E+00,0.0286344819,TRIM39
cg15420615,-0.0006326314,0.0002154615,0.0033952422,1.00E+00,0.0286344819,NA
cg05884649,-5.81E-05,1.98E-05,0.0033955004,1.00E+00,0.0286356895,ZNF32
cg25541209,-0.0003233074,0.0001101129,0.0033955857,1.00E+00,0.0286356895,NA
cg18369257,-7.66E-05,2.61E-05,0.0033959243,1.00E+00,0.0286376997,MYRF
cg23990272,-0.0001235116,4.21E-05,0.0033961692,1.00E+00,0.0286384665,NA
cg15529680,-5.72E-05,1.95E-05,0.0033962156,1.00E+00,0.0286384665,KIAA0947
cg11799843,0.0001024003,3.49E-05,0.0033969536,1.00E+00,0.0286438439,DYNC1H1
cg17981470,-0.0001125501,3.83E-05,0.0033972514,1.00E+00,0.02864551,RP1L1
cg24035150,-0.0001130302,3.85E-05,0.0033979863,1.00E+00,0.0286508616,FCGBP
cg02887867,-0.0001381122,4.70E-05,0.0033981316,1.00E+00,0.0286512415,NA
cg08163220,-7.70E-05,2.62E-05,0.0033985507,1.00E+00,0.0286539299,STT3B
cg26624673,-0.0002691467,9.17E-05,0.0033991609,1.00E+00,0.0286582297,ADHFE1
cg07875215,0.0002713443,9.24E-05,0.0033994632,1.00E+00,0.0286594926,ZDHHC14
cg01579765,-0.0013265805,0.0004518688,0.0033996364,1.00E+00,0.0286594926,HSF2BP
cg16339560,-0.0002718694,9.26E-05,0.0033996892,1.00E+00,0.0286594926,NA
cg06209035,0.0002330167,7.94E-05,0.0033997118,1.00E+00,0.0286594926,CARD14
cg01262913,-9.02E-05,3.07E-05,0.0034000477,1.00E+00,0.0286614791,DSCR9
cg03238702,0.000552454,0.0001881848,0.003400355,1.00E+00,0.0286632242,NA
cg04089434,-9.87E-05,3.36E-05,0.0034013788,1.00E+00,0.0286710083,NA
cg14042137,-0.0001488337,5.07E-05,0.003401859,1.00E+00,0.02867421,LMX1B
cg04902924,-0.0003414846,0.0001163284,0.0034022761,1.00E+00,0.0286768803,NA
cg11855325,-0.0001115011,3.80E-05,0.0034025446,1.00E+00,0.0286782977,SCRN1
cg10290276,-1.00E-04,3.41E-05,0.0034027953,1.00E+00,0.0286793944,ASCL2
cg14476334,0.0004503007,0.0001534,0.0034028754,1.00E+00,0.0286793944,NA
cg16274678,-0.0003961701,0.0001349613,0.0034032316,1.00E+00,0.028681551,NA
cg09399158,0.0002500588,8.52E-05,0.0034036485,1.00E+00,0.0286842185,NA
cg06800040,-0.0001109975,3.78E-05,0.0034038085,1.00E+00,0.028684721,GRN
cg03038057,-6.64E-05,2.26E-05,0.0034042204,1.00E+00,0.0286873468,PPP1R18
cg25355803,-0.0003115338,0.0001061331,0.0034045554,1.00E+00,0.0286888971,MARVELD1
cg27328236,0.0002976577,0.0001014057,0.0034046052,1.00E+00,0.0286888971,NA
cg04163119,-0.0002676106,9.12E-05,0.003404748,1.00E+00,0.0286889245,NA
cg16179300,-0.0002609111,8.89E-05,0.0034049003,1.00E+00,0.0286889245,NA
cg18052528,-0.0002772803,9.45E-05,0.0034049095,1.00E+00,0.0286889245,TNIK
cg22869366,-6.44E-05,2.19E-05,0.0034065801,1.00E+00,0.0287021541,FXYD6
cg26309498,-0.000153701,5.24E-05,0.0034069086,1.00E+00,0.0287040755,EDAR
cg08155817,-0.0001413803,4.82E-05,0.0034070801,1.00E+00,0.0287046743,ZNF428
cg08358166,-0.0002694241,9.18E-05,0.0034078786,1.00E+00,0.0287105559,NA
cg14022313,-0.0001880108,6.41E-05,0.0034091206,1.00E+00,0.0287194825,BAHCC1
cg18568460,-0.0001750759,5.97E-05,0.0034091392,1.00E+00,0.0287194825,NA
cg14723918,-8.77E-05,2.99E-05,0.0034101343,1.00E+00,0.0287270188,VARS
cg00568910,-0.0005642572,0.0001922662,0.0034104565,1.00E+00,0.0287288865,NA
cg16435782,-0.000179628,6.12E-05,0.0034115039,1.00E+00,0.0287368628,KCNJ6
cg04663916,-0.0009612324,0.0003275439,0.0034116519,1.00E+00,0.0287372622,EBPL
cg05381729,-0.0002590252,8.83E-05,0.0034119352,1.00E+00,0.028738257,SLCO4A1
cg17108209,0.0002062777,7.03E-05,0.0034119812,1.00E+00,0.028738257,TESC
cg21767759,0.000423464,0.0001442993,0.0034120716,1.00E+00,0.028738257,ITGA3
cg05838113,-0.0001163537,3.96E-05,0.0034122124,1.00E+00,0.0287385962,ADAM8
cg08615111,0.0004026082,0.0001371931,0.003412434,1.00E+00,0.0287396158,PLCH2
cg10256077,-0.0001472605,5.02E-05,0.0034128255,1.00E+00,0.0287420658,ANKRD11
cg24517666,-0.0001170238,3.99E-05,0.0034137569,1.00E+00,0.0287490628,IMPDH2
cg04470676,0.0003754517,0.0001279463,0.0034139805,1.00E+00,0.0287500986,NA
cg22446709,-0.0002622912,8.94E-05,0.0034141088,1.00E+00,0.0287503317,IDH2
cg00950856,-0.0001576513,5.37E-05,0.0034142419,1.00E+00,0.0287506055,USP43
cg15947301,-0.0003116575,0.0001062084,0.0034145399,1.00E+00,0.0287522682,TRPV3
cg13089904,0.0003036111,0.0001034681,0.0034150887,1.00E+00,0.0287560419,NA
cg11339587,-0.00018858,6.43E-05,0.0034154244,1.00E+00,0.0287580218,NA
cg02447659,-0.0001838104,6.26E-05,0.0034157442,1.00E+00,0.0287598151,NA
cg02287685,-0.0001092372,3.72E-05,0.0034158736,1.00E+00,0.0287598151,C15orf27
cg11967103,-0.0001192872,4.07E-05,0.0034159393,1.00E+00,0.0287598151,CLPB
cg12078033,-0.0002379379,8.11E-05,0.0034162101,1.00E+00,0.0287605068,TMEM125
cg04844175,-0.0001350273,4.60E-05,0.0034162227,1.00E+00,0.0287605068,NA
cg05561775,-0.0001400055,4.77E-05,0.0034165358,1.00E+00,0.0287622956,SLC20A2
cg23002316,-0.0001298605,4.43E-05,0.0034166884,1.00E+00,0.0287627329,NA
cg00804354,-0.0002210825,7.54E-05,0.0034183713,1.00E+00,0.0287736629,SH3BP5L
cg11499699,0.0002653576,9.04E-05,0.0034183889,1.00E+00,0.0287736629,SPHK1
cg12461487,-0.0002487768,8.48E-05,0.0034184408,1.00E+00,0.0287736629,NA
cg14974644,-0.0002075625,7.07E-05,0.00341848,1.00E+00,0.0287736629,AFAP1-AS1
cg04763558,-8.46E-05,2.88E-05,0.0034184901,1.00E+00,0.0287736629,VPS51
cg03509771,-0.0001729519,5.89E-05,0.0034196717,1.00E+00,0.0287827609,NA
cg06051213,-0.0001477647,5.04E-05,0.0034198387,1.00E+00,0.0287833191,GRK5
